Mod:Item:MetaData, Localized Name
essentialcraft:chaos:7, Chaos Corruption
essentialcraft:frozen:0, Frozen Corruption
essentialcraft:frozen:1, Frozen Corruption
essentialcraft:frozen:2, Frozen Corruption
essentialcraft:frozen:3, Frozen Corruption
essentialcraft:frozen:4, Frozen Corruption
essentialcraft:frozen:5, Frozen Corruption
essentialcraft:frozen:6, Frozen Corruption
essentialcraft:frozen:7, Frozen Corruption
essentialcraft:magic:0, Magic Corruption
essentialcraft:magic:1, Magic Corruption
essentialcraft:magic:2, Magic Corruption
essentialcraft:magic:3, Magic Corruption
essentialcraft:magic:4, Magic Corruption
essentialcraft:magic:5, Magic Corruption
essentialcraft:magic:6, Magic Corruption
essentialcraft:magic:7, Magic Corruption
essentialcraft:shade:0, The SHADE
essentialcraft:shade:1, The SHADE
essentialcraft:shade:2, The SHADE
essentialcraft:shade:3, The SHADE
essentialcraft:shade:4, The SHADE
essentialcraft:shade:5, The SHADE
essentialcraft:shade:6, The SHADE
essentialcraft:shade:7, The SHADE
essentialcraft:moonwell:0, Moon Well
essentialcraft:magiciantable:0, Magician Table
essentialcraft:fortifiedstone:0, Magical Fortified Stone
essentialcraft:magicalquarry:0, Magical Quarry
essentialcraft:monsterclinger:0, Monster Holding Device
essentialcraft:potionspreader:0, Potion Spreader
essentialcraft:magicalenchanter:0, Magical Enchantment Table
essentialcraft:monsterharvester:0, Monster Duplicator
essentialcraft:magicalrepairer:0, Magical Repairer
essentialcraft:matrixabsorber:0, Matrix Destructor
essentialcraft:radiatingchamber:0, Radiating Chamber
essentialcraft:magmaticsmeltery:0, Magmatic Smeltery
essentialcraft:magicaljukebox:0, Magical Jukebox
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:elementalcrystal:0, Elemental Crystal
essentialcraft:crystalformer:0, Crystal Former
essentialcraft:crystalcontroller:0, Crystal Controller
essentialcraft:crystalextractor:0, Crystal Extractor
essentialcraft:chargingchamber:0, Charging Chamber
essentialcraft:voidstone:0, Void Stone
essentialcraft:voidglass:0, Void Glass
essentialcraft:concrete:0, Concrete
essentialcraft:cacti:0, Cacti
essentialcraft:dreaddirt:0, Dread Dirt
essentialcraft:flowergreen:0, tile.essentialcraft.flowerGreen.name
essentialcraft:fruit:0, tile.essentialcraft.fruit.name
essentialcraft:root:0, Root
essentialcraft:tallgrass:0, tile.essentialcraft.tallGrass.name
essentialcraft:magicalteleporter:0, Magical Teleporter
essentialcraft:magicalfurnace:0, Magical Furnace
essentialcraft:emberforge:0, Ember Forge
essentialcraft:levitator:0, MRU Levitator
essentialcraft:spreader:0, MRU Spreader
essentialcraft:voidfence:0, Void Fence
essentialcraft:magicfence:0, Magic Fence
essentialcraft:ffence:0, Fortified Stone Fence
essentialcraft:torch:0, tile.essentialcraft.torch.name
essentialcraft:blockpale:0, Pale Block
essentialcraft:platingpale:0, Pale Plating
essentialcraft:mrucoilhardener:0, MRU Coil Base
essentialcraft:mrucoil:0, MRU Coil
essentialcraft:corruptioncleaner:0, Corruption Cleaner
essentialcraft:reactorsupport:0, MRU Tesla Reactor Support
essentialcraft:reactor:0, MRU Tesla Reactor Core
essentialcraft:air:0, Air
essentialcraft:darknessobelisk:0, Darkness O8elisk
essentialcraft:ultraheatgen:0, Ultra Heat Generator
essentialcraft:ultraflowerburner:0, Ultra Natural Furnace
essentialcraft:magicalmirror:0, Magical Mirror
essentialcraft:magicaldisplay:0, [NYI]Magical Display
essentialcraft:portal:0, Portal To Hoanna
essentialcraft:oredrops:0, Elemental Infused Ore
essentialcraft:oredrops:1, Elemental Infused Ore
essentialcraft:oredrops:2, Elemental Infused Ore
essentialcraft:oredrops:3, Elemental Infused Ore
essentialcraft:oredrops:4, Elemental Infused Ore
essentialcraft:oredrops:5, Elemental Infused Ore
essentialcraft:oredrops:6, Elemental Infused Ore
essentialcraft:oredrops:7, Elemental Infused Ore
essentialcraft:oredrops:8, Elemental Infused Ore
essentialcraft:oredrops:9, Elemental Infused Ore
essentialcraft:oredrops:10, Elemental Infused Ore
essentialcraft:oredrops:11, Elemental Infused Ore
essentialcraft:oredrops:12, Elemental Infused Ore
essentialcraft:oredrops:13, Elemental Infused Ore
essentialcraft:oredrops:14, Elemental Infused Ore
essentialcraft:invertedplating:0, Mithriline Plating
essentialcraft:mithrilinecrystal:0, Mithriline Crystal
essentialcraft:mithrilinecrystal:3, Pale Crystal
essentialcraft:mithrilinecrystal:6, Void Crystal
essentialcraft:mithrilinecrystal:9, Demonic Crystal
essentialcraft:mithrilinecrystal:12, SHADE Corrupted Crystal
essentialcraft:mithrilinefurnace:0, Mithriline Furnace
essentialcraft:demonicplating:0, Demonic Plating
essentialcraft:playerpentacle:0, Soul Pentacle
essentialcraft:windrune:0, Wind Rune
essentialcraft:rightclicker:0, Magical Activator
essentialcraft:rightclicker:1, Magical Activator
essentialcraft:rightclicker:2, Magical Activator
essentialcraft:rightclicker:3, Magical Activator
essentialcraft:rightclicker:4, Magical Activator
essentialcraft:rightclicker:5, Magical Activator
essentialcraft:redstonetransmitter:0, Redstone Transmitter
essentialcraft:magicalhopper:0, Magical Hopper
essentialcraft:metadatamanager:0, Metadata Manager
essentialcraft:blockbreaker:0, Magical Breaker
essentialcraft:compressed:0, Compressed Flame Drops
essentialcraft:compressed:1, Compressed Water Drops
essentialcraft:compressed:2, Compressed Earth Drops
essentialcraft:compressed:3, Compressed Air Drops
essentialcraft:compressed:4, Compressed Elemental Drops
essentialcraft:compressed:5, Compressed Mithriline Dust
essentialcraft:demonicpentacle:0, Demonic Pentacle
essentialcraft:weaponmaker:0, Weapon Bench
essentialcraft:weaponmaker:1, Weapon Bench
essentialcraft:weaponmaker:2, Weapon Bench
essentialcraft:weaponmaker:3, Weapon Bench
essentialcraft:furnacemagic:0, Magmatic Furnace
essentialcraft:furnacemagic:4, Magmatic Furnace
essentialcraft:furnacemagic:8, Magmatic Furnace
essentialcraft:furnacemagic:12, Magmatic Furnace
essentialcraft:holopad:0, Holopad
essentialcraft:chest:0, Magical Chest
essentialcraft:chest:1, Magical Chest
essentialcraft:miminvstorage:0, Magical Inventory Manager Storage Module
essentialcraft:newmim:0, Magical Inventory Manager Core
essentialcraft:mimscreen:0, Magical Inventory Manager Screen Module
essentialcraft:mimcrafter:0, Magical Inventory Manager Crafting Module
essentialcraft:mimejector:0, Magical Inventory Manager Export Node
essentialcraft:miminjector:0, Magical Inventory Manager Import Node
essentialcraft:device:0, Magical Replanter
essentialcraft:device:1, Magical Item Shuffler
essentialcraft:device:2, Magical Crafter
essentialcraft:device:3, Magical Breeder
essentialcraft:device:4, Creative MRU Source
essentialcraft:device:5, Magical Shearing Station
essentialcraft:device:6, Magical Animal Separator: Child
essentialcraft:device:7, Magical Animal Separator: Adult
essentialcraft:advbreaker:0, Advanced Magical Breaker
essentialcraft:mimejectorp:0, Magical Inventory Manager Persistent Export Node
essentialcraft:miminjectorp:0, Magical Inventory Manager Persistent Import Node
essentialcraft:oremithriline:0, Mithriline Ore
essentialcraft:oremithriline:1, Mithriline Ore
essentialcraft:oremithriline:2, Mithriline Ore
essentialcraft:crystallamp:0, Fire Crystal Lamp
essentialcraft:crystallamp:1, Water Crystal Lamp
essentialcraft:crystallamp:2, Earth Crystal Lamp
essentialcraft:crystallamp:3, Air Crystal Lamp
essentialcraft:crystallamp:4, Elemental Crystal Lamp
essentialcraft:crystallamp:5, Mithriline Crystal Lamp
essentialcraft:mimic:0, Mimic Block
essentialcraft:water:0, Water
essentialcraft:lava:0, Lava
essentialcraft:fire:0, Fire
essentialcraft:chunkloader:0, MRU Chunk Loader
essentialcraft:dimtransciever:0, MRU Dimensional Transciever
essentialcraft:testitem, Structure Test [DEV ONLY]
essentialcraft:mrumover1, MRUCU Moving Wand
essentialcraft:gem_elemental:0, Flame Drops
essentialcraft:gem_elemental:1, Water Drops
essentialcraft:gem_elemental:2, Earth Drops
essentialcraft:gem_elemental:3, Air Drops
essentialcraft:gem_elemental:4, Elemental Gem
essentialcraft:elemental_pick, Elemental Pickaxe
essentialcraft:elemental_axe, Elemental Axe
essentialcraft:elemental_hoe, Elemental Hoe
essentialcraft:elemental_shovel, Elemental Shovel
essentialcraft:elemental_sword, Elemental Sword
essentialcraft:bound_gem, Bound Gem
essentialcraft:magicmonocle, Magical Monocle
essentialcraft:record, Record
essentialcraft:record_a, Record
essentialcraft:record_secret, It's A Mystery!
essentialcraft:soulstone, Soul Stone
essentialcraft:mrumatrixprojection:0, MRUMP - Empty
essentialcraft:mrumatrixprojection:1, MRUMP - Chaos
essentialcraft:mrumatrixprojection:2, MRUMP - Frozen
essentialcraft:mrumatrixprojection:3, MRUMP - Magic
essentialcraft:mrumatrixprojection:4, MRUMP - The Shade
essentialcraft:titanite, Titanite
essentialcraft:twinkling_titanite, Twinkling Titanite
essentialcraft:secret:0, 410 Bus Ticket
essentialcraft:secret:1, D6
essentialcraft:secret:2, Ironwood Branch
essentialcraft:secret:3, Mysterious Stick
essentialcraft:secret:4, Smooth&Silky Stone
essentialcraft:secret:5, Strange Figure
essentialcraft:secret:6, Strange Symbol
essentialcraft:magicalslag, Magical Slag
essentialcraft:genitem:0, Combined Magical Alloys
essentialcraft:genitem:1, Elemental Core
essentialcraft:genitem:2, [NYI]
essentialcraft:genitem:3, Magical Essence
essentialcraft:genitem:4, Golden Orb
essentialcraft:genitem:5, Magical Ingot
essentialcraft:genitem:6, Magical Water
essentialcraft:genitem:7, Magic Fortified Plate
essentialcraft:genitem:8, Ender Scale Alloy
essentialcraft:genitem:9, Glass Alloy
essentialcraft:genitem:10, Magical Golden Ingot
essentialcraft:genitem:11, Redstone Alloy
essentialcraft:genitem:12, MRU Shard
essentialcraft:genitem:13, MRU Crystal
essentialcraft:genitem:14, MRU Gem
essentialcraft:genitem:15, MRU Chunk
essentialcraft:genitem:16, Large MRU Chunk
essentialcraft:genitem:17, Inventory Upgrade
essentialcraft:genitem:18, Efficiency Upgrade
essentialcraft:genitem:19, Mining Range Upgrade
essentialcraft:genitem:20, Crystal Dust
essentialcraft:genitem:21, Diamond Plate
essentialcraft:genitem:22, Emerald Plate
essentialcraft:genitem:23, Eye Of Absorption
essentialcraft:genitem:24, Magic Fortified Frame
essentialcraft:genitem:25, Heat Rod
essentialcraft:genitem:26, Iron Frame
essentialcraft:genitem:27, Magical Display
essentialcraft:genitem:28, MRU Linking Device
essentialcraft:genitem:29, MRU Collecting Device
essentialcraft:genitem:30, MRU Conversion Matrix
essentialcraft:genitem:31, Obsidian Plate
essentialcraft:genitem:32, Sun Imbued Glass
essentialcraft:genitem:33, World Interacting Device
essentialcraft:genitem:34, Magical Plate
essentialcraft:genitem:35, Void Plate
essentialcraft:genitem:36, Void Core
essentialcraft:genitem:37, MRU Reactor
essentialcraft:genitem:38, Pale Pearl
essentialcraft:genitem:39, Pale Ingot
essentialcraft:genitem:40, Pale Gem
essentialcraft:genitem:41, Pale Plating
essentialcraft:genitem:42, Pale Elemental Core
essentialcraft:genitem:43, MRU Magnet
essentialcraft:genitem:44, MRU Resonating Crystal
essentialcraft:genitem:45, Lapis Core
essentialcraft:genitem:46, Fading Dust
essentialcraft:genitem:47, Fading Crystal
essentialcraft:genitem:48, Mithriline Crystal
essentialcraft:genitem:49, Mithriline Plate
essentialcraft:genitem:50, Mithriline Ingot
essentialcraft:genitem:51, Mithriline Dust
essentialcraft:genitem:52, Ackronite Ingot
essentialcraft:genitem:53, Demonic Core
essentialcraft:genitem:54, Demonic Plate
essentialcraft:genitem:55, Wind Crystal
essentialcraft:genitem:56, Computer Engine
essentialcraft:genitem:57, Force Field Generator
essentialcraft:genitem:58, Force Field Plating
essentialcraft:genitem:59, Neuronic Enriched Plating
essentialcraft:genitem:60, Pressure Stabilizer
essentialcraft:genitem:61, Repulsion Generator
essentialcraft:genitem:62, Thruster Engine
essentialcraft:genitem:63, Vision Lense
essentialcraft:genitem:64, Speaker Plate
essentialcraft:genitem:65, Force Field Core
essentialcraft:genitem:66, Particle Catcher
essentialcraft:genitem:67, Particle Emitter
essentialcraft:genitem:68, Force Emitter
essentialcraft:genitem:69, Logic Core
essentialcraft:genitem:70, Addition Core
essentialcraft:genitem:71, Division Core
essentialcraft:genitem:72, Multiplication Core
essentialcraft:genitem:73, Subtraction Core
essentialcraft:genitem:74, Force Absorber
essentialcraft:genitem:75, Sound Manager
essentialcraft:genitem:76, item.essentialcraft.genItemglitchyCore.name
essentialcraft:genitem:77, Smelting Upgrade
essentialcraft:genitem:78, Fortune Upgrade
essentialcraft:genitem:79, Blaze Alloy
essentialcraft:genitem:80, Silk Touch Upgrade
essentialcraft:genitem:81, Void Upgrade
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:magicalalloy:0, Magmatic Alloy
essentialcraft:essence:0, Fire Essence
essentialcraft:essence:1, Water Essence
essentialcraft:essence:2, Earth Essence
essentialcraft:essence:3, Air Essence
essentialcraft:essence:4, Fire Essence
essentialcraft:essence:5, Water Essence
essentialcraft:essence:6, Earth Essence
essentialcraft:essence:7, Air Essence
essentialcraft:essence:8, Fire Essence
essentialcraft:essence:9, Water Essence
essentialcraft:essence:10, Earth Essence
essentialcraft:essence:11, Air Essence
essentialcraft:essence:12, Fire Essence
essentialcraft:essence:13, Water Essence
essentialcraft:essence:14, Earth Essence
essentialcraft:essence:15, Air Essence
essentialcraft:storage, item.essentialcraft.storage.name
essentialcraft:magicaldigger, Magical Digger
essentialcraft:spawnercollector, Spawner Collector
essentialcraft:staffoflife, Staff Of Life
essentialcraft:biomewand, Biome Wand
essentialcraft:emeraldheart, Emerald Heart
essentialcraft:magicalshield, Magical Shield
essentialcraft:spikyshield, Spiky Buckler
essentialcraft:magicwaterbottle, Magical Water Bottle
essentialcraft:magicalporkchop, Magical Porkchop
essentialcraft:charm:0, Charm Of Fire
essentialcraft:charm:0, Charm Of Fire
essentialcraft:charm:1, Charm Of Water
essentialcraft:charm:1, Charm Of Water
essentialcraft:charm:2, Charm Of Earth
essentialcraft:charm:2, Charm Of Earth
essentialcraft:charm:3, Charm Of Air
essentialcraft:charm:3, Charm Of Air
essentialcraft:charm:4, Charm Of Steam
essentialcraft:charm:4, Charm Of Steam
essentialcraft:charm:5, Charm Of Magma
essentialcraft:charm:5, Charm Of Magma
essentialcraft:charm:6, Charm Of Lightning
essentialcraft:charm:6, Charm Of Lightning
essentialcraft:charm:7, Charm Of Life
essentialcraft:charm:7, Charm Of Life
essentialcraft:charm:8, Charm Of Rain
essentialcraft:charm:8, Charm Of Rain
essentialcraft:charm:9, Charm Of Dust
essentialcraft:charm:9, Charm Of Dust
essentialcraft:magicalwings, Magical Wings
essentialcraft:chaosfork, Chaos Fork
essentialcraft:frozenmace, Frozen Mace
essentialcraft:holymace, Holy Mace
essentialcraft:elementalfuel:0, Fire Elemental Fuel
essentialcraft:elementalfuel:1, Water Elemental Fuel
essentialcraft:elementalfuel:2, Earth Elemental Fuel
essentialcraft:elementalfuel:3, Air Elemental Fuel
essentialcraft:ffocus, Fiery Focus
essentialcraft:wfocus, Watery Focus
essentialcraft:efocus, Earthen Focus
essentialcraft:afocus, Windy Focus
essentialcraft:fruit_item, item.essentialcraft.fruit_Item.name
essentialcraft:bottledwind, Bottled Wind
essentialcraft:imprisonedwind, Imprisoned Wind
essentialcraft:windkeeper, Trapped Wind
essentialcraft:windtablet, Wind Tablet
essentialcraft:elementalsword, Elemental Sword
essentialcraft:ember:0, Acidic Ember
essentialcraft:ember:1, Chaotic Ember
essentialcraft:ember:2, Smouldering Ember
essentialcraft:ember:3, Corrupted Ember
essentialcraft:ember:4, Crystal Ember
essentialcraft:ember:5, Divine Ember
essentialcraft:ember:6, Magical Ember
essentialcraft:ember:7, Burning Ember
essentialcraft:helm_magic, MHS Helm
essentialcraft:chest_magic, MHS Chestplate
essentialcraft:legs_magic, MHS Leggings
essentialcraft:boots_magic, MHS Boots
essentialcraft:helm_void, Void Helm
